time,system_demand
4/12/23 7:00,24320
4/12/23 8:00,24030
4/12/23 9:00,22969
4/12/23 10:00,22800
4/12/23 11:00,22178
4/12/23 12:00,21870
4/12/23 13:00,21623
4/12/23 14:00,21231
4/12/23 15:00,21244
4/12/23 16:00,21831
4/12/23 17:00,23048
4/12/23 18:00,24834
4/12/23 19:00,25964
4/12/23 20:00,26013
4/12/23 21:00,25186
4/12/23 22:00,23721
4/12/23 23:00,22577
4/13/23 0:00,22114
4/13/23 1:00,21641
4/13/23 2:00,21229
4/13/23 3:00,20942
4/13/23 4:00,21363
4/13/23 5:00,22480
4/13/23 6:00,24075
4/13/23 7:00,24622
4/13/23 8:00,24231
4/13/23 9:00,23536
4/13/23 10:00,22502
4/13/23 11:00,21939
4/13/23 12:00,21299
4/13/23 13:00,21017
4/13/23 14:00,20560
4/13/23 15:00,20791
4/13/23 16:00,21610
4/13/23 17:00,22836
4/13/23 18:00,24497
4/13/23 19:00,25969
4/13/23 20:00,26092
4/13/23 21:00,25379
4/13/23 22:00,24028
4/13/23 23:00,22774
4/14/23 0:00,22024
4/14/23 1:00,21520
4/14/23 2:00,21258
4/14/23 3:00,21159
4/14/23 4:00,21432
4/14/23 5:00,22582
4/14/23 6:00,24087
4/14/23 7:00,24810
4/14/23 8:00,24395
4/14/23 9:00,23193
4/14/23 10:00,21741
4/14/23 11:00,20867
4/14/23 12:00,20506
4/14/23 13:00,20403
4/14/23 14:00,20443
4/14/23 15:00,20166
4/14/23 16:00,20742
4/14/23 17:00,21836
4/14/23 18:00,23423
4/14/23 19:00,24958
4/14/23 20:00,25218
4/14/23 21:00,24637
4/14/23 22:00,23536
4/14/23 23:00,22416
4/15/23 0:00,21774
4/15/23 1:00,21046
4/15/23 2:00,20486
4/15/23 3:00,20234
4/15/23 4:00,20383
4/15/23 5:00,20939
4/15/23 6:00,21289
4/15/23 7:00,21102
4/15/23 8:00,20296
4/15/23 9:00,19047
4/15/23 10:00,17855
4/15/23 11:00,16776
4/15/23 12:00,16100
4/15/23 13:00,16048
4/15/23 14:00,16071
4/15/23 15:00,16770
4/15/23 16:00,18263
4/15/23 17:00,20248
4/15/23 18:00,22271
4/15/23 19:00,23774
4/15/23 20:00,24140
4/15/23 21:00,23703
4/15/23 22:00,22818
4/15/23 23:00,21789
4/16/23 0:00,20919
4/16/23 1:00,20227
4/16/23 2:00,19674
4/16/23 3:00,19389
4/16/23 4:00,19388
4/16/23 5:00,19686
4/16/23 6:00,19975
4/16/23 7:00,19819
4/16/23 8:00,19504
4/16/23 9:00,18630
4/16/23 10:00,17947
4/16/23 11:00,17279
4/16/23 12:00,16847
4/16/23 13:00,16901
4/16/23 14:00,17076
4/16/23 15:00,17119
4/16/23 16:00,18434
4/16/23 17:00,20327
4/16/23 18:00,22453
4/16/23 19:00,24122
4/16/23 20:00,24454
4/16/23 21:00,23760
4/16/23 22:00,22538
4/16/23 23:00,21376
4/17/23 0:00,20834
4/17/23 1:00,20445
4/17/23 2:00,20075
4/17/23 3:00,19939
4/17/23 4:00,20313
4/17/23 5:00,21680
4/17/23 6:00,23383
4/17/23 7:00,24257
4/17/23 8:00,24488
4/17/23 9:00,24512
4/17/23 10:00,23950
4/17/23 11:00,23608
4/17/23 12:00,23252
4/17/23 13:00,22560
4/17/23 14:00,21498
4/17/23 15:00,21220
4/17/23 16:00,21497
4/17/23 17:00,22702
4/17/23 18:00,24436
4/17/23 19:00,25944
4/17/23 20:00,26080
4/17/23 21:00,25229
4/17/23 22:00,23797
4/17/23 23:00,22685
4/18/23 0:00,22281
4/18/23 1:00,22018
4/18/23 2:00,21584
4/18/23 3:00,20985
4/18/23 4:00,21173
4/18/23 5:00,22208
4/18/23 6:00,23838
4/18/23 7:00,24548
4/18/23 8:00,24026
4/18/23 9:00,22849
4/18/23 10:00,21703
4/18/23 11:00,20927
4/18/23 12:00,20501
4/18/23 13:00,20702
4/18/23 14:00,20174
4/18/23 15:00,19673
4/18/23 16:00,20652
4/18/23 17:00,22382
4/18/23 18:00,24092
4/18/23 19:00,25619
4/18/23 20:00,25944
4/18/23 21:00,25188
4/18/23 22:00,23873
4/18/23 23:00,22673
4/19/23 0:00,21973
4/19/23 1:00,21587
4/19/23 2:00,21277
4/19/23 3:00,21068
4/19/23 4:00,21420
4/19/23 5:00,22863
4/19/23 6:00,24389
4/19/23 7:00,24718
4/19/23 8:00,23723
4/19/23 9:00,22217
4/19/23 10:00,20508
4/19/23 11:00,19332
4/19/23 12:00,18666
4/19/23 13:00,18596
4/19/23 14:00,18776
4/19/23 15:00,18797
4/19/23 16:00,20143
4/19/23 17:00,21932
4/19/23 18:00,23685
4/19/23 19:00,25311
4/19/23 20:00,25693
4/19/23 21:00,25007
4/19/23 22:00,23626
4/19/23 23:00,22279
4/20/23 0:00,21603
4/20/23 1:00,21335
4/20/23 2:00,21234
4/20/23 3:00,21126
4/20/23 4:00,21463
4/20/23 5:00,22853
4/20/23 6:00,24331
4/20/23 7:00,24601
4/20/23 8:00,23568
4/20/23 9:00,22090
4/20/23 10:00,20904
4/20/23 11:00,20224
4/20/23 12:00,19901
4/20/23 13:00,19982
4/20/23 14:00,20244
4/20/23 15:00,20802
4/20/23 16:00,21961
4/20/23 17:00,23219
4/20/23 18:00,24550
4/20/23 19:00,25909
4/20/23 20:00,26035
4/20/23 21:00,25238
4/20/23 22:00,23850
4/20/23 23:00,22532
4/21/23 0:00,21626
4/21/23 1:00,20952
4/21/23 2:00,20564
4/21/23 3:00,20457
4/21/23 4:00,20917
4/21/23 5:00,22045
4/21/23 6:00,23329
4/21/23 7:00,23586
4/21/23 8:00,22720
4/21/23 9:00,22150
4/21/23 10:00,21616
4/21/23 11:00,21330
4/21/23 12:00,20960
4/21/23 13:00,21057
4/21/23 14:00,21257
4/21/23 15:00,21852
4/21/23 16:00,22841
4/21/23 17:00,24325
4/21/23 18:00,25808
4/21/23 19:00,26732
4/21/23 20:00,26668
4/21/23 21:00,25804
4/21/23 22:00,24393
4/21/23 23:00,22993
4/22/23 0:00,21886
4/22/23 1:00,21152
4/22/23 2:00,20621
4/22/23 3:00,20234
4/22/23 4:00,20086
4/22/23 5:00,20287
4/22/23 6:00,20493
4/22/23 7:00,20541
4/22/23 8:00,20280
4/22/23 9:00,19590
4/22/23 10:00,18647
4/22/23 11:00,18154
4/22/23 12:00,17979
4/22/23 13:00,18240
4/22/23 14:00,18828
4/22/23 15:00,19752
4/22/23 16:00,21070
4/22/23 17:00,22927
4/22/23 18:00,24573
4/22/23 19:00,25555
4/22/23 20:00,25546
4/22/23 21:00,24696
4/22/23 22:00,23515
4/22/23 23:00,22169
4/23/23 0:00,21265
4/23/23 1:00,20400
4/23/23 2:00,19839
4/23/23 3:00,19492
4/23/23 4:00,19224
4/23/23 5:00,19297
4/23/23 6:00,19290
4/23/23 7:00,19184
4/23/23 8:00,18901
4/23/23 9:00,18059
4/23/23 10:00,17427
4/23/23 11:00,17017
4/23/23 12:00,16835
4/23/23 13:00,17198
4/23/23 14:00,17699
4/23/23 15:00,18787
4/23/23 16:00,20360
4/23/23 17:00,22617
4/23/23 18:00,24342
4/23/23 19:00,25512
4/23/23 20:00,25683
4/23/23 21:00,24973
4/23/23 22:00,23901
4/23/23 23:00,22629
4/24/23 0:00,22042
4/24/23 1:00,21312
4/24/23 2:00,21008
4/24/23 3:00,20851
4/24/23 4:00,20819
4/24/23 5:00,21724
4/24/23 6:00,22972
4/24/23 7:00,23751
4/24/23 8:00,23732
4/24/23 9:00,23040
4/24/23 10:00,22165
4/24/23 11:00,21594
4/24/23 12:00,20856
4/24/23 13:00,20379
4/24/23 14:00,20488
4/24/23 15:00,20929
4/24/23 16:00,22198
4/24/23 17:00,23884
4/24/23 18:00,25427
4/24/23 19:00,26692
4/24/23 20:00,26746
4/24/23 21:00,25718
4/24/23 22:00,24150
4/24/23 23:00,22768
4/25/23 0:00,21743
4/25/23 1:00,21062
4/25/23 2:00,20804
4/25/23 3:00,20505
4/25/23 4:00,20909
4/25/23 5:00,21986
4/25/23 6:00,23384
4/25/23 7:00,23870
4/25/23 8:00,23176
4/25/23 9:00,22485
4/25/23 10:00,21826
4/25/23 11:00,20957
4/25/23 12:00,20471
4/25/23 13:00,20532
4/25/23 14:00,20485
4/25/23 15:00,21020
4/25/23 16:00,22683
4/25/23 17:00,24268
4/25/23 18:00,25751
4/25/23 19:00,26774
4/25/23 20:00,26865
4/25/23 21:00,25872
4/25/23 22:00,24310
4/25/23 23:00,22905
4/26/23 0:00,21992
4/26/23 1:00,21135
4/26/23 2:00,20668
4/26/23 3:00,20517
4/26/23 4:00,20950
4/26/23 5:00,22093
4/26/23 6:00,23441
4/26/23 7:00,24139
4/26/23 8:00,23816
4/26/23 9:00,22990
4/26/23 10:00,22412
4/26/23 11:00,22111
4/26/23 12:00,21951
4/26/23 13:00,22063
4/26/23 14:00,22475
4/26/23 15:00,23164
4/26/23 16:00,24660
4/26/23 17:00,26319
4/26/23 18:00,27861
4/26/23 19:00,28601
4/26/23 20:00,28256
4/26/23 21:00,27221
4/26/23 22:00,25467
4/26/23 23:00,23582
4/27/23 0:00,22605
4/27/23 1:00,22183
4/27/23 2:00,21808
4/27/23 3:00,21451
4/27/23 4:00,21604
4/27/23 5:00,22349
4/27/23 6:00,23599
4/27/23 7:00,24263
4/27/23 8:00,24117
4/27/23 9:00,23589
4/27/23 10:00,22986
4/27/23 11:00,22524
4/27/23 12:00,22427
4/27/23 13:00,23009
4/27/23 14:00,23396
4/27/23 15:00,24141
4/27/23 16:00,25901
4/27/23 17:00,27627
4/27/23 18:00,28769
4/27/23 19:00,29172
4/27/23 20:00,28859
4/27/23 21:00,27641
4/27/23 22:00,25645
4/27/23 23:00,23958
4/28/23 0:00,23104
4/28/23 1:00,22333
4/28/23 2:00,21863
4/28/23 3:00,21690
4/28/23 4:00,21882
4/28/23 5:00,22604
4/28/23 6:00,23805
4/28/23 7:00,24739
4/28/23 8:00,24606
4/28/23 9:00,24095
4/28/23 10:00,23331
4/28/23 11:00,22827
4/28/23 12:00,22530
4/28/23 13:00,22712
4/28/23 14:00,23266
4/28/23 15:00,24465
4/28/23 16:00,25925
4/28/23 17:00,27350
4/28/23 18:00,28578
4/28/23 19:00,29062
4/28/23 20:00,28653
4/28/23 21:00,27466
4/28/23 22:00,25869
4/28/23 23:00,24129
4/29/23 0:00,22856
4/29/23 1:00,21861
4/29/23 2:00,21159
4/29/23 3:00,20870
4/29/23 4:00,20714
4/29/23 5:00,20761
4/29/23 6:00,20981
4/29/23 7:00,21468
4/29/23 8:00,21598
4/29/23 9:00,20867
4/29/23 10:00,20022
4/29/23 11:00,19415
4/29/23 12:00,19396
4/29/23 13:00,19723
4/29/23 14:00,20320
4/29/23 15:00,21438
4/29/23 16:00,23092
4/29/23 17:00,24953
4/29/23 18:00,26212
4/29/23 19:00,26653
4/29/23 20:00,26414
4/29/23 21:00,25480
4/29/23 22:00,24223
4/29/23 23:00,22875
4/30/23 0:00,21845
4/30/23 1:00,20923
4/30/23 2:00,20488
4/30/23 3:00,20423
4/30/23 4:00,20535
4/30/23 5:00,20747
4/30/23 6:00,20708
4/30/23 7:00,20783
4/30/23 8:00,20503
4/30/23 9:00,19904
4/30/23 10:00,19253
4/30/23 11:00,18270
4/30/23 12:00,17565
4/30/23 13:00,17624
4/30/23 14:00,17808
4/30/23 15:00,18763
4/30/23 16:00,20755
4/30/23 17:00,22876
4/30/23 18:00,24157
4/30/23 19:00,25023
4/30/23 20:00,25203
4/30/23 21:00,24530
4/30/23 22:00,23269
4/30/23 23:00,22256
5/1/23 0:00,21947
5/1/23 1:00,21258
5/1/23 2:00,20795
5/1/23 3:00,20596
5/1/23 4:00,20568
5/1/23 5:00,21656
5/1/23 6:00,23361
5/1/23 7:00,24950
5/1/23 8:00,25259
5/1/23 9:00,25240
5/1/23 10:00,25173
5/1/23 11:00,24585
5/1/23 12:00,23873
5/1/23 13:00,23482
5/1/23 14:00,22871
5/1/23 15:00,22916
5/1/23 16:00,23426
5/1/23 17:00,24285
5/1/23 18:00,25115
5/1/23 19:00,25973
5/1/23 20:00,26160
5/1/23 21:00,25412
5/1/23 22:00,23990
5/1/23 23:00,22628
5/2/23 0:00,21856
5/2/23 1:00,21251
5/2/23 2:00,21075
5/2/23 3:00,21056
5/2/23 4:00,21371
5/2/23 5:00,22573
5/2/23 6:00,24044
5/2/23 7:00,24691
5/2/23 8:00,24344
5/2/23 9:00,23978
5/2/23 10:00,23707
5/2/23 11:00,23305
5/2/23 12:00,22781
5/2/23 13:00,22164
5/2/23 14:00,21699
5/2/23 15:00,21985
5/2/23 16:00,22535
5/2/23 17:00,23447
5/2/23 18:00,24401
5/2/23 19:00,25793
5/2/23 20:00,26255
5/2/23 21:00,25530
5/2/23 22:00,24023
5/2/23 23:00,22702
5/3/23 0:00,22028
5/3/23 1:00,21373
5/3/23 2:00,20969
5/3/23 3:00,20976
5/3/23 4:00,21575
5/3/23 5:00,22773
5/3/23 6:00,24242
5/3/23 7:00,24864
5/3/23 8:00,24486
5/3/23 9:00,23453
5/3/23 10:00,22612
5/3/23 11:00,22140
5/3/23 12:00,22156
5/3/23 13:00,22190
5/3/23 14:00,21861
5/3/23 15:00,22174
5/3/23 16:00,23105
5/3/23 17:00,24038
5/3/23 18:00,24898
5/3/23 19:00,25963
5/3/23 20:00,26332
5/3/23 21:00,25536
5/3/23 22:00,24054
5/3/23 23:00,22979
5/4/23 0:00,22506
5/4/23 1:00,22128
5/4/23 2:00,21806
5/4/23 3:00,21746
5/4/23 4:00,21872
5/4/23 5:00,22755
5/4/23 6:00,24308
5/4/23 7:00,25534
5/4/23 8:00,25359
5/4/23 9:00,25080
5/4/23 10:00,24801
5/4/23 11:00,23889
5/4/23 12:00,23244
5/4/23 13:00,22782
5/4/23 14:00,22673
5/4/23 15:00,22835
5/4/23 16:00,23535
5/4/23 17:00,24071
5/4/23 18:00,24699
5/4/23 19:00,25795
5/4/23 20:00,26188
5/4/23 21:00,25522
5/4/23 22:00,24289
5/4/23 23:00,23244
5/5/23 0:00,22944
5/5/23 1:00,22203
5/5/23 2:00,21674
5/5/23 3:00,21601
5/5/23 4:00,21908
5/5/23 5:00,22970
5/5/23 6:00,24320
5/5/23 7:00,25211
5/5/23 8:00,24829
5/5/23 9:00,24520
5/5/23 10:00,24112
5/5/23 11:00,23770
5/5/23 12:00,22751
5/5/23 13:00,22309
5/5/23 14:00,21689
5/5/23 15:00,21657
5/5/23 16:00,22467
5/5/23 17:00,23219
5/5/23 18:00,24006
5/5/23 19:00,24977
5/5/23 20:00,25387
5/5/23 21:00,24718
5/5/23 22:00,23706
5/5/23 23:00,22668
5/6/23 0:00,21937
5/6/23 1:00,21032
5/6/23 2:00,20417
5/6/23 3:00,20105
5/6/23 4:00,20188
5/6/23 5:00,20543
5/6/23 6:00,20809
5/6/23 7:00,21116
5/6/23 8:00,20999
5/6/23 9:00,20176
5/6/23 10:00,19444
5/6/23 11:00,18701
5/6/23 12:00,17896
5/6/23 13:00,17421
5/6/23 14:00,17104
5/6/23 15:00,18030
5/6/23 16:00,19272
5/6/23 17:00,20908
5/6/23 18:00,22066
5/6/23 19:00,23240
5/6/23 20:00,23861
5/6/23 21:00,23380
5/6/23 22:00,22485
5/6/23 23:00,21541
5/7/23 0:00,20965
5/7/23 1:00,20388
5/7/23 2:00,20033
5/7/23 3:00,19791
5/7/23 4:00,19730
5/7/23 5:00,19808
5/7/23 6:00,19896
5/7/23 7:00,19629
5/7/23 8:00,18607
5/7/23 9:00,17908
5/7/23 10:00,16943
5/7/23 11:00,16396
5/7/23 12:00,15569
5/7/23 13:00,15207
5/7/23 14:00,15408
5/7/23 15:00,16274
5/7/23 16:00,17871
5/7/23 17:00,20115
5/7/23 18:00,22261
5/7/23 19:00,24068
5/7/23 20:00,24904
5/7/23 21:00,24249
5/7/23 22:00,22919
5/7/23 23:00,21619
5/8/23 0:00,20721
5/8/23 1:00,20221
5/8/23 2:00,19912
5/8/23 3:00,19831
5/8/23 4:00,20366
5/8/23 5:00,21582
5/8/23 6:00,22828
5/8/23 7:00,23484
5/8/23 8:00,23201
5/8/23 9:00,22323
5/8/23 10:00,21825
5/8/23 11:00,21178
5/8/23 12:00,20658
5/8/23 13:00,20606
5/8/23 14:00,20346
5/8/23 15:00,20677
5/8/23 16:00,21654
5/8/23 17:00,22996
5/8/23 18:00,24466
5/8/23 19:00,25838
5/8/23 20:00,26326
5/8/23 21:00,25448
5/8/23 22:00,24043
5/8/23 23:00,22536
5/9/23 0:00,21683
5/9/23 1:00,21033
5/9/23 2:00,20615
5/9/23 3:00,20530
5/9/23 4:00,20843
5/9/23 5:00,21882
5/9/23 6:00,22935
5/9/23 7:00,23499
5/9/23 8:00,23281
5/9/23 9:00,22471
5/9/23 10:00,21818
5/9/23 11:00,21440
5/9/23 12:00,20803
5/9/23 13:00,20427
5/9/23 14:00,20402
5/9/23 15:00,20707
5/9/23 16:00,21438
5/9/23 17:00,22695
5/9/23 18:00,24177
5/9/23 19:00,25553
5/9/23 20:00,25987
5/9/23 21:00,25244
5/9/23 22:00,23882
5/9/23 23:00,22477
5/10/23 0:00,21812
5/10/23 1:00,20991
5/10/23 2:00,20536
5/10/23 3:00,20610
5/10/23 4:00,21039
5/10/23 5:00,22105
5/10/23 6:00,23162
5/10/23 7:00,23648
5/10/23 8:00,23507
5/10/23 9:00,23204
5/10/23 10:00,23192
5/10/23 11:00,22433
5/10/23 12:00,21487
5/10/23 13:00,20864
5/10/23 14:00,20349
5/10/23 15:00,20364
5/10/23 16:00,20969
5/10/23 17:00,22276
5/10/23 18:00,24020
5/10/23 19:00,25451
5/10/23 20:00,26044
5/10/23 21:00,25389
5/10/23 22:00,23961
5/10/23 23:00,22717
5/11/23 0:00,21890
5/11/23 1:00,21130
5/11/23 2:00,20669
5/11/23 3:00,20607
5/11/23 4:00,21159
5/11/23 5:00,22288
5/11/23 6:00,23512
5/11/23 7:00,24058
5/11/23 8:00,23529
5/11/23 9:00,22705
5/11/23 10:00,22205
5/11/23 11:00,21599
5/11/23 12:00,20732
5/11/23 13:00,20157
5/11/23 14:00,19902
5/11/23 15:00,20078
5/11/23 16:00,21577
5/11/23 17:00,23125
5/11/23 18:00,24751
5/11/23 19:00,25897
5/11/23 20:00,26340
5/11/23 21:00,25659
5/11/23 22:00,24216
5/11/23 23:00,23113
5/12/23 0:00,22491
5/12/23 1:00,21753
5/12/23 2:00,21116
5/12/23 3:00,20977
5/12/23 4:00,21627
5/12/23 5:00,22655
5/12/23 6:00,23754
5/12/23 7:00,24290
5/12/23 8:00,24149
5/12/23 9:00,23729
5/12/23 10:00,22505
5/12/23 11:00,21491
5/12/23 12:00,20950
5/12/23 13:00,21424
5/12/23 14:00,21504
5/12/23 15:00,22050
5/12/23 16:00,23288
5/12/23 17:00,24966
5/12/23 18:00,26330
5/12/23 19:00,27122
5/12/23 20:00,27264
5/12/23 21:00,26470
5/12/23 22:00,24997
5/12/23 23:00,23606
5/13/23 0:00,22885
5/13/23 1:00,22100
5/13/23 2:00,21435
5/13/23 3:00,21089
5/13/23 4:00,21035
5/13/23 5:00,21202
5/13/23 6:00,21399
5/13/23 7:00,21681
5/13/23 8:00,21893
5/13/23 9:00,21318
5/13/23 10:00,20366
5/13/23 11:00,19712
5/13/23 12:00,19309
5/13/23 13:00,19564
5/13/23 14:00,20274
5/13/23 15:00,21864
5/13/23 16:00,23888
5/13/23 17:00,25742
5/13/23 18:00,27283
5/13/23 19:00,28050
5/13/23 20:00,27929
5/13/23 21:00,26987
5/13/23 22:00,25511
5/13/23 23:00,24088
5/14/23 0:00,22887
5/14/23 1:00,21907
5/14/23 2:00,21188
5/14/23 3:00,20697
5/14/23 4:00,20474
5/14/23 5:00,20382
5/14/23 6:00,20262
5/14/23 7:00,20423
5/14/23 8:00,20787
5/14/23 9:00,20551
5/14/23 10:00,19569
5/14/23 11:00,19371
5/14/23 12:00,19581
5/14/23 13:00,19947
5/14/23 14:00,20504
5/14/23 15:00,21786
5/14/23 16:00,23393
5/14/23 17:00,25026
5/14/23 18:00,26593
5/14/23 19:00,27287
5/14/23 20:00,27376
5/14/23 21:00,26521
5/14/23 22:00,24870
5/14/23 23:00,23308
5/15/23 0:00,22176
5/15/23 1:00,21680
5/15/23 2:00,21347
5/15/23 3:00,21146
5/15/23 4:00,21536
5/15/23 5:00,22319
5/15/23 6:00,23436
5/15/23 7:00,24572
5/15/23 8:00,25140
5/15/23 9:00,24564
5/15/23 10:00,23749
5/15/23 11:00,23310
5/15/23 12:00,23167
5/15/23 13:00,23309
5/15/23 14:00,23516
5/15/23 15:00,24681
5/15/23 16:00,26133
5/15/23 17:00,27416
5/15/23 18:00,28222
5/15/23 19:00,29263
5/15/23 20:00,29350
5/15/23 21:00,28274
5/15/23 22:00,26366
5/15/23 23:00,24687
5/16/23 0:00,23545
5/16/23 1:00,22782
5/16/23 2:00,22235
5/16/23 3:00,22012
5/16/23 4:00,22140
5/16/23 5:00,22943
5/16/23 6:00,23964
5/16/23 7:00,25085
5/16/23 8:00,25386
5/16/23 9:00,25074
5/16/23 10:00,24253
5/16/23 11:00,23765
5/16/23 12:00,23796
5/16/23 13:00,24142
5/16/23 14:00,24770
5/16/23 15:00,25689
5/16/23 16:00,27140
5/16/23 17:00,28719
5/16/23 18:00,30094
5/16/23 19:00,30715
5/16/23 20:00,30355
5/16/23 21:00,29118
5/16/23 22:00,27104
5/16/23 23:00,25196
5/17/23 0:00,24297
5/17/23 1:00,23691
5/17/23 2:00,22973
5/17/23 3:00,22939
5/17/23 4:00,23040
5/17/23 5:00,23576
5/17/23 6:00,24449
5/17/23 7:00,25294
5/17/23 8:00,25329
5/17/23 9:00,24891
5/17/23 10:00,24266
5/17/23 11:00,24242
5/17/23 12:00,23862
5/17/23 13:00,23932
5/17/23 14:00,24900
5/17/23 15:00,26371
5/17/23 16:00,27773
5/17/23 17:00,28799
5/17/23 18:00,29584
5/17/23 19:00,30029
5/17/23 20:00,29922
5/17/23 21:00,28867
5/17/23 22:00,27143
5/17/23 23:00,25721
5/18/23 0:00,24650
5/18/23 1:00,23602
5/18/23 2:00,22899
5/18/23 3:00,22788
5/18/23 4:00,22948
5/18/23 5:00,23872
5/18/23 6:00,24852
5/18/23 7:00,25395
5/18/23 8:00,25356
5/18/23 9:00,25113
5/18/23 10:00,24624
5/18/23 11:00,24601
5/18/23 12:00,24166
5/18/23 13:00,23825
5/18/23 14:00,23772
5/18/23 15:00,24873
5/18/23 16:00,26476
5/18/23 17:00,27978
5/18/23 18:00,29041
5/18/23 19:00,29522
5/18/23 20:00,29423
5/18/23 21:00,28416
5/18/23 22:00,26778
5/18/23 23:00,25389
5/19/23 0:00,24141
5/19/23 1:00,23401
5/19/23 2:00,22771
5/19/23 3:00,22568
5/19/23 4:00,22758
5/19/23 5:00,23532
5/19/23 6:00,24611
5/19/23 7:00,25274
5/19/23 8:00,25347
5/19/23 9:00,24992
5/19/23 10:00,24603
5/19/23 11:00,24357
5/19/23 12:00,24044
5/19/23 13:00,23682
5/19/23 14:00,23493
5/19/23 15:00,24614
5/19/23 16:00,25739
5/19/23 17:00,27092
5/19/23 18:00,27834
5/19/23 19:00,28370
5/19/23 20:00,28452
5/19/23 21:00,27764
5/19/23 22:00,26439
5/19/23 23:00,24992
5/20/23 0:00,23573
5/20/23 1:00,22682
5/20/23 2:00,22238
5/20/23 3:00,22220
5/20/23 4:00,22042
5/20/23 5:00,22302
5/20/23 6:00,22454
5/20/23 7:00,22696
5/20/23 8:00,22904
5/20/23 9:00,22286
5/20/23 10:00,21715
5/20/23 11:00,21120
5/20/23 12:00,20646
5/20/23 13:00,20802
5/20/23 14:00,21076
5/20/23 15:00,22213
5/20/23 16:00,23800
5/20/23 17:00,25320
5/20/23 18:00,26225
5/20/23 19:00,26726
5/20/23 20:00,26901
5/20/23 21:00,26293
5/20/23 22:00,25166
5/20/23 23:00,24128
5/21/23 0:00,23390
5/21/23 1:00,22564
5/21/23 2:00,21901
5/21/23 3:00,21450
5/21/23 4:00,21365
5/21/23 5:00,21416
5/21/23 6:00,21570
5/21/23 7:00,21584
5/21/23 8:00,21655
5/21/23 9:00,21223
5/21/23 10:00,20382
5/21/23 11:00,19650
5/21/23 12:00,19271
5/21/23 13:00,19805
5/21/23 14:00,20667
5/21/23 15:00,22560
5/21/23 16:00,24378
5/21/23 17:00,26366
5/21/23 18:00,27362
5/21/23 19:00,27964
5/21/23 20:00,27987
5/21/23 21:00,27082
5/21/23 22:00,25516
5/21/23 23:00,24089
5/22/23 0:00,23011
5/22/23 1:00,22127
5/22/23 2:00,21341
5/22/23 3:00,21452
5/22/23 4:00,21874
5/22/23 5:00,22944
5/22/23 6:00,24088
5/22/23 7:00,24968
5/22/23 8:00,25020
5/22/23 9:00,24682
5/22/23 10:00,24572
5/22/23 11:00,24694
5/22/23 12:00,24880
5/22/23 13:00,25436
5/22/23 14:00,25970
5/22/23 15:00,26967
5/22/23 16:00,28282
5/22/23 17:00,29757
5/22/23 18:00,30414
5/22/23 19:00,30483
5/22/23 20:00,30117
5/22/23 21:00,29149
5/22/23 22:00,27232
5/22/23 23:00,25370
5/23/23 0:00,23919
5/23/23 1:00,22890
5/23/23 2:00,22319
5/23/23 3:00,22199
5/23/23 4:00,22473
5/23/23 5:00,23317
5/23/23 6:00,24489
5/23/23 7:00,25278
5/23/23 8:00,25468
5/23/23 9:00,25253
5/23/23 10:00,24979
5/23/23 11:00,24805
5/23/23 12:00,24758
5/23/23 13:00,24901
5/23/23 14:00,24745
5/23/23 15:00,24966
5/23/23 16:00,25571
5/23/23 17:00,26581
5/23/23 18:00,27269
5/23/23 19:00,27905
5/23/23 20:00,28073
5/23/23 21:00,27208
5/23/23 22:00,25766
5/23/23 23:00,24452
5/24/23 0:00,23777
5/24/23 1:00,23099
5/24/23 2:00,22663
5/24/23 3:00,22430
5/24/23 4:00,22543
5/24/23 5:00,23302
5/24/23 6:00,24178
5/24/23 7:00,24801
5/24/23 8:00,24816
5/24/23 9:00,24269
5/24/23 10:00,23818
5/24/23 11:00,23046
5/24/23 12:00,22543
5/24/23 13:00,22731
5/24/23 14:00,23161
5/24/23 15:00,23098
5/24/23 16:00,23889
5/24/23 17:00,25287
5/24/23 18:00,26330
5/24/23 19:00,27126
5/24/23 20:00,27471
5/24/23 21:00,26779
5/24/23 22:00,25270
5/24/23 23:00,23958
5/25/23 0:00,23225
5/25/23 1:00,22487
5/25/23 2:00,22017
5/25/23 3:00,21699
5/25/23 4:00,21781
5/25/23 5:00,22714
5/25/23 6:00,23703
5/25/23 7:00,24400
5/25/23 8:00,24219
5/25/23 9:00,24116
5/25/23 10:00,24020
5/25/23 11:00,23124
5/25/23 12:00,22118
5/25/23 13:00,21890
5/25/23 14:00,21892
5/25/23 15:00,22515
5/25/23 16:00,23453
5/25/23 17:00,25001
5/25/23 18:00,26016
5/25/23 19:00,27069
5/25/23 20:00,27246
5/25/23 21:00,26551
5/25/23 22:00,25148
5/25/23 23:00,23884
5/26/23 0:00,23086
5/26/23 1:00,22338
5/26/23 2:00,22108
5/26/23 3:00,22036
5/26/23 4:00,22062
5/26/23 5:00,22922
5/26/23 6:00,23989
5/26/23 7:00,24786
5/26/23 8:00,24596
5/26/23 9:00,24132
5/26/23 10:00,23332
5/26/23 11:00,22500
5/26/23 12:00,21473
5/26/23 13:00,20871
5/26/23 14:00,20729
5/26/23 15:00,21412
5/26/23 16:00,22619
5/26/23 17:00,24135
5/26/23 18:00,25047
5/26/23 19:00,26025
5/26/23 20:00,26587
5/26/23 21:00,26088
5/26/23 22:00,24596
5/26/23 23:00,23158
5/27/23 0:00,22495
5/27/23 1:00,21863
5/27/23 2:00,21314
